Handlungsfeld_ID	Handlungsfeld_Name	Indikator_ID	Indikator_Name	Kennzahl_ID	Kennzahl_Name	Kennzahl_Definition	Lebensphase_ID	Lebensphase_Name	Jahr	Geschlecht_ID	Geschlecht_Name	Alter_ID	Alter_Name	Region_ID	Region_Name	Bildung_Casmin_ID	Bildung_Casmin_Name	Bildung_Isced_ID	Bildung_Isced_Name	GISD_ID	GISD_Name	Standardisierung_ID	Standardisierung_Name	Wert	Unteres_Konfidenzintervall	Oberes_Konfidenzintervall	Datenstand
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1011	Inzidenz dokumentierter Diabetes	0	Inzidenz dokumentierter Diabetes	Neuerkrankungen in %	0	Erwachsene	2012	1	Weiblich	50-64	50-64 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	1.3	1.32	1.33	2021-02-24
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1011	Inzidenz dokumentierter Diabetes	0	Inzidenz dokumentierter Diabetes	Neuerkrankungen in %	0	Erwachsene	2012	1	Weiblich	65-79	65-79 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	2.5	2.48	2.51	2021-02-24
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1011	Inzidenz dokumentierter Diabetes	0	Inzidenz dokumentierter Diabetes	Neuerkrankungen in %	0	Erwachsene	2012	1	Weiblich	80+	≥80 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	2.9	2.89	2.94	2021-02-24
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1011	Inzidenz dokumentierter Diabetes	0	Inzidenz dokumentierter Diabetes	Anzahl der Personen in Tausend	0	Erwachsene	2012	1	Weiblich	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	2	beobachtet absolut	287	NA	NA	2021-02-24
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1011	Inzidenz dokumentierter Diabetes	0	Inzidenz dokumentierter Diabetes	Neuerkrankungen in %	0	Erwachsene	2012	2	Männlich	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	1.3	1.3	1.31	2021-02-24
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1011	Inzidenz dokumentierter Diabetes	0	Inzidenz dokumentierter Diabetes	Neuerkrankungen in %	0	Erwachsene	2012	2	Männlich	18-34	18-34 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	0.1	0.1	0.11	2021-02-24
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1011	Inzidenz dokumentierter Diabetes	0	Inzidenz dokumentierter Diabetes	Neuerkrankungen in %	0	Erwachsene	2012	2	Männlich	35-49	35-49 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	0.68	0.67	0.68	2021-02-24
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1011	Inzidenz dokumentierter Diabetes	0	Inzidenz dokumentierter Diabetes	Neuerkrankungen in %	0	Erwachsene	2012	2	Männlich	50-64	50-64 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	1.9	1.92	1.94	2021-02-24
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1011	Inzidenz dokumentierter Diabetes	0	Inzidenz dokumentierter Diabetes	Neuerkrankungen in %	0	Erwachsene	2012	2	Männlich	65-79	65-79 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	3	3.03	3.07	2021-02-24
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1011	Inzidenz dokumentierter Diabetes	0	Inzidenz dokumentierter Diabetes	Neuerkrankungen in %	0	Erwachsene	2012	2	Männlich	80+	≥80 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	3.2	3.14	3.21	2021-02-24
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1011	Inzidenz dokumentierter Diabetes	0	Inzidenz dokumentierter Diabetes	Anzahl der Personen in Tausend	0	Erwachsene	2012	2	Männlich	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	2	beobachtet absolut	274	NA	NA	2021-02-24
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	0	Gesamt	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	28.27	27.37	29.2	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	0	Gesamt	00-02	<3 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	16.38	14.69	18.2	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	0	Gesamt	03-06	3-6 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	29.64	27.64	31.73	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	0	Gesamt	07-10	7-10 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	36.84	34.63	39.15	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	0	Gesamt	11-13	11-13 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	39.42	36.84	42.13	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	0	Gesamt	14-17	14-17 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	19.72	18.22	21.32	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	Anzahl der Kinder und Jugendlichen	1	Kinder und Jugendliche	2014	0	Gesamt	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	2	beobachtet absolut	3707	NA	NA	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	0	Gesamt	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	3	altersstandardisiert	28.41	27.5	29.33	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	1	Weiblich	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	26.62	25.37	27.92	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	1	Weiblich	00-02	<3 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	15.3	13	17.9	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	1	Weiblich	03-06	3-6 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	29	26.2	32.02	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	1	Weiblich	07-10	7-10 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	37.41	34.25	40.8	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	1	Weiblich	11-13	11-13 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	34.87	31.43	38.59	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	1	Weiblich	14-17	14-17 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	16.86	14.88	19.02	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	Anzahl der Kinder und Jugendlichen	1	Kinder und Jugendliche	2014	1	Weiblich	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	2	beobachtet absolut	1699	NA	NA	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	1	Weiblich	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	3	altersstandardisiert	26.87	25.59	28.15	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	2	Männlich	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	29.83	28.54	31.17	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	2	Männlich	00-02	<3 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	17.39	15	20.06	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	2	Männlich	03-06	3-6 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	30.24	27.45	33.24	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	2	Männlich	07-10	7-10 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	36.3	33.26	39.54	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	2	Männlich	11-13	11-13 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	43.73	39.96	47.75	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	2	Männlich	14-17	14-17 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	22.43	20.2	24.84	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	Anzahl der Kinder und Jugendlichen	1	Kinder und Jugendliche	2014	2	Männlich	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	2	beobachtet absolut	2008	NA	NA	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2014	2	Männlich	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	3	altersstandardisiert	29.96	28.65	31.27	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	0	Gesamt	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	28	27.11	28.91	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	0	Gesamt	00-02	<3 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	14	12.48	15.65	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	0	Gesamt	03-06	3-6 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	26.78	24.9	28.75	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	0	Gesamt	07-10	7-10 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	38.75	36.51	41.1	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	0	Gesamt	11-13	11-13 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	39.39	36.82	42.09	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	0	Gesamt	14-17	14-17 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	21.22	19.65	22.87	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	Anzahl der Kinder und Jugendlichen	1	Kinder und Jugendliche	2015	0	Gesamt	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	2	beobachtet absolut	3731	NA	NA	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	0	Gesamt	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	3	altersstandardisiert	28.14	27.24	29.04	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	1	Weiblich	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	26.98	25.73	28.28	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	1	Weiblich	00-02	<3 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	13.27	11.18	15.64	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	1	Weiblich	03-06	3-6 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	28	25.27	30.93	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	1	Weiblich	07-10	7-10 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	39.98	36.73	43.45	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	1	Weiblich	11-13	11-13 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	36.18	32.67	39.96	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	1	Weiblich	14-17	14-17 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	17.43	15.41	19.64	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	Anzahl der Kinder und Jugendlichen	1	Kinder und Jugendliche	2015	1	Weiblich	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	2	beobachtet absolut	1743	NA	NA	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	1	Weiblich	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	3	altersstandardisiert	27.22	25.94	28.5	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	2	Männlich	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	28.96	27.7	30.26	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	2	Männlich	00-02	<3 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	14.68	12.54	17.1	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	2	Männlich	03-06	3-6 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	25.62	23.08	28.35	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	2	Männlich	07-10	7-10 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	37.59	34.52	40.85	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	2	Männlich	11-13	11-13 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	42.42	38.72	46.38	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	2	Männlich	14-17	14-17 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	24.73	22.4	27.24	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	Anzahl der Kinder und Jugendlichen	1	Kinder und Jugendliche	2015	2	Männlich	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	2	beobachtet absolut	1988	NA	NA	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2015	2	Männlich	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	3	altersstandardisiert	29.06	27.78	30.34	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2016	0	Gesamt	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	28.6	27.71	29.52	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2016	0	Gesamt	00-02	<3 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	14.37	12.86	16	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2016	0	Gesamt	03-06	3-6 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	29.81	27.85	31.87	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2016	0	Gesamt	07-10	7-10 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	38.5	36.27	40.83	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2016	0	Gesamt	11-13	11-13 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	38.4	35.86	41.07	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2016	0	Gesamt	14-17	14-17 Jahre	00	Deutschland	NA	NA	NA	NA	NA	NA	1	beobachtet relativ	22.01	20.41	23.7	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	Anzahl der Kinder und Jugendlichen	1	Kinder und Jugendliche	2016	0	Gesamt	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	2	beobachtet absolut	3853	NA	NA	2024-06-03
1	Handlungsfeld 1 - Diabetesrisiko reduzieren	1012	Inzidenz Typ-1-Diabetes	0	Inzidenz Typ-1-Diabetes	pro 100.000 Personenjahre	1	Kinder und Jugendliche	2016	0	Gesamt	00+	Gesamt	00	Deutschland	NA	NA	NA	NA	NA	NA	3	altersstandardisiert	28.81	27.9	29.72	2024-06-03
